"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Liberia","LBR","GDP (current US$)","NY.GDP.MKTP.CD","190495600","183920900","191861800","200229600","218929100","229260800","244459500","261024300","276820700","306961800","323099700","341543100","368098000","386968300","486955000","577549300","596675700","673010600","717240400","814067900","854711500","846514500","863933200","823374900","848478300","851296100","840964400","972800000","1038300000","786300000","384400000","348000000","223500000","160400000","132200000","134800000","159400000","295900000","359600000","441800000","874000000","906000000","927000000","748000000","897000000","949000000","1119000000","1373000000","1726000000","1768000000","1998000000","2398000000","2791614000","3177198100","3225652000","3227075700","3398419600","3390703400","3422754800","3319596500","3176126300","3513049500","4001047000","4390000000","4779300900","",
"Libya","LBY","GDP (current US$)","NY.GDP.MKTP.CD","401644248.9423","443905612.037755","619725784.909686","892327910.668836","1341395421.44183","1804979680.40813","2312438535.82459","2726986912.80523","3850623094.95076","4380987481.20501","4601649451.34022","5260185125.41886","6299395543.96301","8625889429.58277","15112543717.1298","14710912457.6509","19096943016.5748","22428297107.5929","22136422643.3959","30536429496.9448","40953924948.7419","36374353880.3994","33760146990.5726","33200520139.9749","29476109152.7531","31530566324.273","24180400959.4288","26697659334.6911","24308959591.195","25156707899.1462","28904183602.4818","31991821264.7118","33887047909.2746","30660051910.5037","28610549763.4685","25541379186.6458","27884615384.6154","30700897874.8704","27251301398.2813","35975860857.1164","38270954138.1128","34112093927.254","20481889763.7795","26265625000","33122307692.3077","47334691241.4924","60094231606.642","68032978390.6007","86710767415.1371","60808562033.4191","75380825062.4216","48169263294.1007","92540938129.1315","75351107029.0605","57372355592.022","48717501321.3052","49912073701.298","67157452181.7738","76686029772.1483","69254496471.6938","46854285440.642","35217995647.2862","43246297921.8499","44027664915.187","48487151215.345","",
"St. Lucia","LCA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","170370370.37037","194444444.444444","183333333.333333","197037037.037037","251481481.481481","284444444.444444","340000000","375555555.555556","429629629.62963","486666666.666667","579629629.62963","613703703.703704","674074074.074074","684814814.814815","713703703.703704","762962962.962963","788888888.888889","805925925.925926","877407407.407407","921851851.851852","932592592.592592","892592592.592592","900000000","987407407.407407","1066666666.66667","1135555555.55556","1268319185.18519","1336088814.81481","1437731111.11111","1401507888.88889","1482385185.18519","1568370370.37037","1598207407.40741","1660392592.59259","1749185185.18518","1807640740.74074","1868544444.44444","1998503703.7037","2060955555.55556","2095344444.44444","1499274074.07407","1867185185.18518","2342714814.81481","2430166666.66667","2549062962.96296","",
"Latin America & Caribbean","LCN","GDP (current US$)","NY.GDP.MKTP.CD","79218932628.4885","87692579907.1773","92148671651.0748","100158104358.282","111297635699.786","119597691837.21","131678790598.877","134312213003.602","144144177278.735","160995419131.459","175637927080.04","195901356042.972","220380603348.14","293150378387.262","379786194845.66","398144710055.559","436627884665.324","479581065121.979","574059347260.854","644166219532.577","783357461518.481","894809026625.004","823242879546.785","726364223327.025","764196791084.119","755578018483.551","765106455717.53","821070824144.007","900611858814.776","994556604300.39","1107441262339.26","1189414692505.63","1299088443758.27","1537131292681.77","1795767672640.37","1942345662514.93","2100954040906.87","2303665775071.88","2331974870872.79","2107674084250.93","2326960774300.02","2282616677666.16","2052785902058.93","2091901136740.59","2405470231955.35","2903225603459.67","3397326808458.12","3998763004207.04","4644093134666.99","4357538584711.37","5397900660485.76","6139415369063.72","6202552292365.06","6252550709058.29","6217846355596.35","5289615626446.62","5148746106826.83","5715057427671.23","5581100995040.84","5473432644126.84","4627348896643.87","5382862734265.64","6144995160894.64","6910660006084.82","7110323254687.35","",
"Least developed countries: UN classification","LDC","GDP (current US$)","NY.GDP.MKTP.CD","28083812111.3864","29364630537.1701","31794976804.8324","36519313157.8956","33150184766.7468","37295152841.752","40642209234.3734","41311581927.6956","44098255412.4447","48788461658.1434","47218105706.9093","49607713412.6623","51305821254.5498","62437242595.5981","77769806980.1139","93635062502.8176","86257896218.4445","94941848284.4017","111733881980.368","122428376570.848","135711328907.843","138755507284.491","140164853789.316","138441291087.962","140661649667.253","153684956266.846","133832578080.491","142313431547.147","156208594276.22","167638883839.735","192676554736.406","208817559381.57","165222858380.936","171010929694.39","167739197113.28","172090832187.699","181564624034.662","189339949637.891","192210175844.318","197805141980.577","224563948593.224","216585977130.125","238996622513.994","270939350485.977","311791760903.57","370633296538.89","430714424840.413","517254081241.054","635557886673.675","628162084945.036","711250147781.566","810122964149.02","849599155573.471","924685867947.027","993379212416.681","946044369982.556","952622086763.392","1044504274790.04","1116339519831.8","1169366192253.69","1179778077659.19","1303898952961.36","1474237106700.91","1459966948607.94","1536272727812.71","",
"Low income","LIC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","17168631140.7443","18643486433.0984","21687971434.1315","22138606272.5654","24678547941.9782","27615304466.7896","33022563725.2582","41317575283.7761","48858798819.9938","51353443144.9124","59469573577.2217","69326192103.9817","73361506554.39","82239917972.7894","83576565929.6326","83687327649.104","79883109897.1075","78581550455.1373","73755909045.9014","77699611464.5962","81699510513.3869","88552567441.0159","95849966757.1986","120057505114.008","134410439130.966","92686061462.6444","102326411883.926","97114664248.5874","88805408699.6536","84839243701.4025","90885588132.0196","93088605277.3686","93786312226.4979","116766456835.92","109982758250.167","122332129722.928","136842895163.453","159851128459.564","193441903012.909","224500542226.204","271818539738.554","324480751168.2","314283743126.396","354666141780.162","384118933677.744","351076378355.804","359280509583.968","378789607464.815","361782469708.524","317624904429.654","326806567421.383","341989728902.808","352056761148.886","339434568554.002","375494019860.55","434268149844.662","434043376409.571","469282282632.522","",
"Liechtenstein","LIE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","90099360.8433666","104889795.333846","124940289.32382","165928881.55552","193980464.882101","246389101.853613","272489300.467827","303493119.480763","436912067.784287","503173104.391887","534699362.896161","511647750.124475","522096760.291094","524023624.89055","502620991.852944","529073612.453579","779357802.50006","1052848995.97101","1161757671.01756","1119983801.21338","1421509216.37424","1484160302.14952","1631177029.45063","1673085244.6879","1948129622.75132","2428525060.69927","2504012993.42238","2298389802.88883","2479699106.02264","2664105901.18863","2483889858.32312","2491800558.77674","2688618747.38148","3070803051.42164","3454373797.74442","3659319116.88057","4000102086.14635","4601429897.21468","5081479840.08716","4504375348.07038","5082337238.44718","5739706004.89616","5456102482.28614","6391708310.67727","6657526979.72277","6268515276.17441","6237302033.50132","6474308717.85289","6692620691.84146","6436467007.11932","6405870210.32293","7912602342.18895","7426856242.7736","8239379403.22096","","",
"Sri Lanka","LKA","GDP (current US$)","NY.GDP.MKTP.CD","1409873949.57983","1444327731.09244","1434156378.60082","1240672268.90756","1309747899.15966","1698319327.73109","1751470588.23529","1859465020.57613","1801344537.81513","1965546218.48739","2296470588.23529","2369308600.33727","2553936348.40871","2875625000","3574586466.16541","3791298145.50642","3591319857.31272","4104509582.86359","2733183856.50224","3364611432.24149","4024621899.57653","4415844155.84416","4768765016.81884","5167913302.16745","6043474842.76729","5978460972.01767","6405210563.88294","6682167119.56522","6978371581.26375","6987267683.77254","8032551173.24014","9000362581.58086","9703011635.86585","10338679635.7616","11717604208.8223","13029697560.9756","13897738375.2488","15091913883.7091","15760736956.1852","15711933513.2831","16595882818.6857","15749753804.8344","16536535647.0834","18881765437.2151","20662525941.2985","24405791044.7761","28267410542.5164","32350238760.4239","40713826215.0093","42066224093.0065","58636049434.1871","67753285896.6254","70447217163.7784","76976203829.4765","82531125190.5224","85090301052.0465","88000211171.5956","94369350285.5814","94450015982.8405","88998706296.5783","84335574581.5072","88556698937.7033","74143020262.8076","83716142582.1945","98963185509.6499","",
"Lower middle income","LMC","GDP (current US$)","NY.GDP.MKTP.CD","85718645234.66","91375597712.0308","92791537815.2938","102654850184.887","115346299527.998","123581597701.261","112803578667.612","120384771269.325","127756036298.991","141434554930.938","153169378390.728","159556712408.833","170263867209.731","200259091709.449","247655819081.373","271278823692.05","286867975882.657","322288055456.463","363478849935.628","421417164523.234","513985968986.668","637967861997.788","633606953005.588","600666177720.455","576332075858.018","615045341856.564","617956032262.182","673706631510.725","695226297684.468","680922887878.65","740238512582.882","708795018511.737","740203715946.421","748820827088.178","842207417522.63","1000044233254.53","1139140506577.02","1195244281130.43","1220564670913.05","1125872529409.91","1188901754149.27","1200797924687.21","1268651516969.16","1440541629623.4","1658632867564.48","1911233818659.46","2239017341158.09","2739324307629.08","3030654277104.28","3161039130467.91","3803232283642.59","4244475908827.19","4486071662557.55","4743115979872.43","5122618957687.69","5110516313268.72","5319173245722.59","5770458203695","6022782110520.98","6527442965633.65","6297797215276.78","7124669005626.3","7588963714927.97","7684634708973.7","7941312381464.47","",
"Low & middle income","LMY","GDP (current US$)","NY.GDP.MKTP.CD","266021244949.628","269458553802.491","273695782536.948","303550507362.765","340150418908.555","375605759539.849","389671309317.082","399982283509.461","424043720695.814","474510876551.698","517798557827.839","556845652683.818","625484658981.055","797478916024.531","1015201398786.56","1123004704927.99","1208279928792.57","1356510872563.03","1506201220791.09","1746166507113.12","2063168719320.92","2310481365169.78","2277766381213.81","2206821650115.94","2267460248865.09","2354530879715.06","2404562901474.37","2482143781544.16","2648573640088.11","2839487150072.38","3263494792021.67","3169382414487.01","3325666270038.26","3598961041743.57","4036347707441.04","4678566130116","5194254625956.01","5514476962092.25","5415602499519.29","5213581699462.51","5671239614656.74","5681863488447.16","5796572765879.18","6490136867597.5","7615565811852.92","8995715621844.56","10593347613572.9","13011853510452.5","15453988213684.3","15495760307663.9","18849216312613.7","22198034859579.4","23600257695748.4","25060996541842.2","26234553744932.3","25457289049147.5","25722739836843.3","28123682410171.2","29945950603040.9","30863484502772.9","29882663470187.9","35235417682028","36965295357847.5","38059330027172.9","39397098753614.4","",
"Lesotho","LSO","GDP (current US$)","NY.GDP.MKTP.CD","34579986.1680055","35699985.7200057","41859983.2560067","47039981.1840075","51939979.2240083","54879978.0480088","56699977.3200091","59261976.2952095","61445975.4216098","65967973.6128106","68739972.504011","76480285.0044113","80913200.4292822","121188715.759865","150851316.52727","149558895.914581","147660036.915009","193315048.328762","266570066.642517","290134592.523007","431542536.663782","434188034.188034","348741683.673845","386699308.859169","333163670.280225","268629925.852805","318858422.989262","402768324.481971","470395800.600668","495409232.627579","596410263.743849","704325366.718393","831029861.704746","835582062.476169","878250945.280469","1001894000.27846","946112492.844847","998004258.715675","928460893.108965","912773681.050642","887291687.920796","825706961.238689","775777238.55814","1157825434.78971","1511236655.52047","1682343527.49221","1800092563.75462","1682131784.51365","1766902709.19935","1740894964.80511","2234754241.91918","2579409619.96722","2477702216.26888","2367112931.642","2441063054.05792","2359686724.53829","2114426452.2019","2306741672.29006","2556247291.99785","2390702295.82777","2053699863.99625","2412130056.55851","2354980960.02697","2117962445.37471","2271759454.51107","",
"Late-demographic dividend","LTE","GDP (current US$)","NY.GDP.MKTP.CD","183858546617.435","170881037955.18","174094667934.865","189931663020.203","208296557346.014","233446890704.184","259994255595.184","261259999430.176","265793115767.977","296283576150.946","336904804054.143","374774456804.477","431342028444.514","560342627217.069","673221564295.668","743236954063.473","801479229230.007","929935807412.122","967902612778.315","1152356948339.41","1321502317179.9","1385129661927.59","1397225179816.17","1293502574114.76","1350058406704.66","1459397301664.14","1551004683364.39","1637762989831.09","1787018955182.41","1905240160845.64","1971099528291.61","1982355141885.9","2021843649053.88","2104911596639.27","2444599209041.13","3029780056867.2","3341467252786.49","3499555307550.27","3374867404617.89","3122215745185.94","3427507985097.52","3545543381138.98","3760831882469.91","4286645021053.17","5151932849607.4","6211017343931.32","7496022909104.78","9445303058887.28","11750024639145.1","11368232780191.9","13679708028983.9","16665376541950.8","17836300107332","19233518032034.2","19998109576538.4","18797219107172.1","18841937712407","20889290142886.5","22907660419321.1","23366567397285.6","22869539211355","27284231194748.9","28550398557203.3","28934446547714.4","29979152245112.6","",
"Lithuania","LTU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7921210339.58439","8430207164.43677","10168271903.3233","11289161847.2162","11022095813.552","11550695727.2335","12260761329.3051","14282292664.6004","18809197969.5431","22743164431.1972","26105207115.3129","30116192746.8942","39729151614.6689","47831254207.5223","37494380038.9213","36638128534.0643","43186501862.7907","42709372066.8627","46303660422.0434","48306546656.9281","41540954817.2039","42970749245.0336","47756764508.446","54261795148.5372","55122066225.796","57412038533.2718","67037321008.9679","71033884499.7824","79789877416.1681","84869215513.3648","",
"Luxembourg","LUX","GDP (current US$)","NY.GDP.MKTP.CD","709941874.044355","710163719.406917","747846862.209673","797902154.238122","910877686.268584","929477284.788002","976717015.461454","983052314.930267","1075561622.81321","1245432991.34271","1457768455.02219","1518773421.37846","1901697369.62698","2609875802.11136","3183637116.81856","3123333333.33333","3423586206.89655","3789321328.08104","4718539771.99949","5516982663.73143","6019805490.41247","5053665797.47936","4602316793.21914","4524217751.47929","4438435492.87908","4577211767.10374","6685595087.59256","8320902215.01891","9418167855.18376","10037674037.674","12778792853.6939","13834219728.293","15518702634.8808","15925521222.0149","17701798890.7644","20853093869.7318","20895314657.9805","19563836265.2233","20150053345.1878","21899317598.8414","21230182989.3036","21387533703.2327","23649833332.1655","29667268248.1305","35064843792.8993","37672280120.4794","42910146296.0646","51587401415.7872","58844277701.5258","54467289897.5582","56213985987.4168","61696281326.2453","59776383527.3602","65203276466.9763","68804811897.6445","60071584216.1375","62216885435.9488","65712180342.9836","71085623495.1145","69872035113.6469","73670782100.3909","86386759695.1653","80801680397.0139","88788881539.3937","93279851863.4062","",
"Latvia","LVA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5608208784.9401","5799465288.41246","6349481006.53278","6974112951.26891","7324192889.74297","7761252607.18424","8190888739.6463","9249030241.01864","11244337719.8377","13827070378.5612","16306935905.4138","20434922247.3037","29420499247.7089","34135200994.0067","25691530442.035","23468324572.3343","26575547900.8247","27116149948.6683","29152128167.8438","30277203767.4058","26344565876.8902","27117105059.5075","29391059767.4259","33247935477.3576","33099503950.847","33379927434.6149","38183326784.9335","38003198508.9107","42779550936.838","43684254432.3609","",
"Macao SAR, China","MAC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","1142497718.77916","1133013235.10045","1304361353.27024","1362072159.94515","1532105070.18581","1957724829.35921","2288761822.51257","2705665492.01675","3246481233.24397","3765249711.09098","4914365189.04984","5665606114.80317","6311207779.92441","7046147736.91671","7176892950.39164","7267570892.70211","6796914861.6572","6547169929.36554","6773944355.1502","6860272608.45211","7371692774.43404","8246479565.94248","10643253553.184","12160056122.3757","14874098691.9082","18439981612.4086","21027018332.6663","21589540350.7115","28244172833.6035","36848881944.6939","43193350975.6862","51559125350.236","54930501310.2956","44940613353.1038","44964868323.7558","50297028370.6668","55076322634.344","55025172016.004","25280064167.7333","30633941629.3633","24929307447.3237","45626467279.891","49467258923.3244","",
"St. Martin (French part)","MAF","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","775875748.523832","","","772921958.529509","","","","","652206037.103874","","649206262.847519","","","","",
"Morocco","MAR","GDP (current US$)","NY.GDP.MKTP.CD","2037154741.93211","2025693539.55842","2379611124.61442","2657252578.30763","2798345298.57781","2948331090.46752","2876401297.10759","3046345314.38655","3271422332.61996","3651622668.95103","3956336244.11865","4356669034.34266","5074117544.77482","6242145880.08876","7675466449.35531","8984853005.08058","9584297284.28316","11049783871.8144","13236946233.5759","15911994817.3107","21728516153.0907","17788185478.944","17692276734.171","16251408127.5735","14824667954.3674","14991283215.7408","19462085540.2231","21765195948.189","25705296183.5037","26314313191.1826","30179954774.9899","32285573573.9185","33711069430.78","31655473663.8348","35604137422.5796","39030285468.3841","43161571527.6353","39147844526.0838","46497608724.9865","46266428648.1433","43017455401.8445","43831480207.6444","47077192187.6418","58029363354.2757","66114145451.0067","68852658068.6673","75883823300.8545","86947913286.728","101822906949.063","101154952240.881","100865329473.44","110080631332.375","106937392311.129","115739287305.08","119130841411.664","110413823841.592","111572947004.917","118540573367.844","127341147581.818","128920266409.458","121353645057.144","142022058447.231","131245312804.483","146036093666.762","160610994054.734","",
"Monaco","MCO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","293127333.238065","327706210.435217","402451900.821288","523554039.203208","563949254.114034","711978961.893674","735324244.667397","811191392.224277","1000555218.03209","1209870147.49099","1378175524.11186","1205188647.93163","1143216456.56796","1092560364.51959","1037329604.35108","1082867507.33142","1515234743.47367","1839081463.27676","2000704744.91538","2010083833.1726","2481307077.10989","2480540845.33242","2737049230.70442","2574494355.73357","2720332134.53623","3130309995.30848","3137886994.52207","2840195190.36905","2934593467.68589","2907118641.17756","2654462665.26893","2673723033.71239","2919647981.81473","3597089750.78276","4043551488.82603","4204652898.73103","4586826512.71356","5875790766.2621","6502942244.93068","5474379252.34114","5367561569.59548","6088689808.38347","5742749294.00852","6555591709.88585","7070017323.65476","6264756528.37691","6471290793.55029","6430254652.58934","7184333936.01355","7383496254.23721","6730736282.78961","8623242743.29564","8800430486.17137","10003892565.2005","11125783372.4794","",
"Moldova","MDA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3592857043.05057","3094565870.64237","2319243435.96096","2371813323.57343","1702314267.59123","1752999370.46158","1695122173.91304","1930081168.83117","1698717504.65549","1170782957.37443","1288429391.79951","1480673594.05602","1661818168.4226","1980907434.76826","2598249555.89984","2988342907.03096","3408255450.5509","4401173151.93767","6054824248.24221","5439434271.78807","6974982369.60155","8414352020.49442","8709138634.82921","9496717875.51932","9402090137.7423","7797667196.73087","7980917075.7748","9514404016.20949","11252353420.8798","11736797054.6965","11530746234.4492","13691869264.0794","14525337523.7271","16711906746.2133","18200340853.6517","",
"Madagascar","MDG","GDP (current US$)","NY.GDP.MKTP.CD","673081724.751168","699161944.558097","739286907.592778","759345863.732667","802482183.728778","833563472.9981","900264584.590829","956436932.101291","1031669637.39553","1056391055.59617","1111859570.88252","1199507631.07603","1341590690.41365","1653062335.00286","1917508190.04689","2283049215.35339","2181844178.5534","2358930406.0689","2669755115.10935","3463565853.81023","5201818347.79882","4759333998.36746","4784977325.95803","4686457031.2269","3905938480.86119","3802557894.8719","4347989788.09257","3212900555.8091","3189456965.0482","3175638332.64471","3931334875.01376","3254713056.02171","3714966678.33381","4063298919.2868","3522227092.22839","3838100903.74974","4931861038.70763","4262965419.74998","4401967632.73718","4277903780.29131","4629247203.84524","5438332601.90798","5351701663.40807","6372498889.66585","5064732626.29389","5859269752.61332","6395712490.94304","8524620889.57747","10725137723.6549","9616879409.43789","9982711338.07029","11551819617.874","11578975061.9479","12423555455.3853","12522957399.2281","11323020701.3017","11848613858.442","13176313593.5509","13760033282.2925","14104664678.5063","13051441203.9474","14354731964.3258","15325603272.6097","15869945477.8505","17420501490.1231","",
"Maldives","MDV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","19328038.3157895","21566404.0169133","25177137.5286041","30862041.60401","39120171.2468193","24540877.6041667","22399467.1052632","20853788.7115165","24369109.1415831","38523364.4859813","42463576.1589404","44781456.9536424","47911340.1834794","57829787.2340426","109503546.099291","127190757.959989","141882254.230178","141223029.383064","168514513.375071","189514434.244","215043969.849246","244396761.92334","284875809.039634","322417837.161971","356014932.136461","398988954.970263","450382327.952421","508223602.378929","540096397.621071","589239753.610875","624337145.284622","870031676.798793","897031250","1052121054.6875","1226829562.5","1163362437.5","1575200390.625","1868383460.9375","2271646187.5","2345294875","2588176054.6875","2774350240.04918","2886163997.20531","3295009237.50107","3697353039.20043","4129505319.12921","4409942623.85538","4816426256.52914","5404344162.69888","5726094799.37709","3712604583.36665","5252457369.55218","6177123352.26211","6621008703.95743","7061608267.25451","",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","GDP (current US$)","NY.GDP.MKTP.CD","29024394854.6979","30987037284.52","30832534298.4043","33981027251.5901","37876511285.1314","41652574542.0041","44827741482.1355","48702681113.6242","55355053152.9923","61449134768.6854","69470512932.9908","79185015019.2146","93296927794.6584","121486691403.818","220685922800.518","242549831549.763","301309936336.041","349601963146.586","371543137662.643","483140591969.338","621242313345.802","640118605672.844","641806002410.863","649495126896.608","656414744180.422","668194186438.674","676559260256.53","631785127853.375","631604979804.191","651160308645.27","836905738017.188","673738601159.404","711056428594.9","666711698357.688","703469153116.363","779385146780.055","863000127660.966","900773851360.493","882028072740.284","954730386631.289","1098757920690.97","1090545600290.9","1084279807640.54","1208917725723.26","1425161843634.64","1696919964189.2","1984658175210.17","2340843268764.84","2889953352465.81","2605610958503.18","3041621845298.68","3662713826837.54","3951058204949.1","3915741985695.48","3955125832586.57","3558416509933.66","3624240285092.23","3795353115732.68","4050508431278.92","4019889117584.4","3587451756047.23","4310652927209.13","5030925398736.26","4905729965245.33","5094721946852.29","",
"Mexico","MEX","GDP (current US$)","NY.GDP.MKTP.CD","13040000000","14160000000","15200000000","16960000000","20080000000","21840000000","24320000000","26560000000","29360000000","32480000000","35520000000","39200000000","45200000000","55280000000","72000000000","88000000000","88875923765.072","81912018783.5024","102648570299.117","134531900898.926","205577055465.993","263797827860.494","184602611609.517","156167000432.994","184230754105.394","195241069482.077","134556034672.991","147542558208.888","181611150496.787","221403098266.77","261253675692.838","313139656145.745","363157832923.734","530160763662.543","553618247900.74","380157469866.849","432157945024.428","523449530464.257","557461102630.658","631249359702.389","742061329749.127","796064590549.136","810666116401.915","765549967703.273","819459227375.022","917571853529.104","1020265057882.01","1102355554971.95","1161553459715.1","943437415024.633","1105424238731.09","1229013703416.76","1255110424817.79","1327436290282.67","1364507717614.13","1213294467716.88","1112233497452.7","1190721475906","1256300182879.73","1304106203902.45","1121064767308.42","1316569466685.95","1466934724293.06","1798317581486.88","1856365616165.94","",
"Marshall Islands","MHL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","8408486","9116810","9973652","11607366","15217532","16691301","18153647","20210069","22209370","25545346","26710653","31020000","34918000","41749000","45144000","43879000","55989000","62983000","70688000","72798000","78476000","82507000","91063000","99461000","108071000","120230000","110858000","109884700","112070100","113352100","114838500","122406100","131960000","131128500","132900000","138000000","143200000","150500000","146600000","151200000","161100000","172300000","180700000","186400000","186000000","183700000","201800000","213700000","220000000","232900000","241800000","261245544.433594","258723510.742188","263761322.021484","290108489.990234","",
"Middle income","MIC","GDP (current US$)","NY.GDP.MKTP.CD","254380808746.112","257716293344.372","260604632869.29","287120112863.835","326748563780.278","359974228362.055","373234480844.199","384168439192.974","406933448658.392","454719632225.34","497394778758.199","534228369111.708","600161045167.552","766886718376.922","976815722583.874","1078098104980.05","1160904820760.72","1301917067253.38","1443031406577.86","1678362101290.79","1986493674210.98","2231371215509.14","2198750357109.47","2131216215695.98","2192549478802.4","2282956356062.72","2329597450033.4","2403584804619.8","2563703586650.78","2747806444501.31","3150623904402.63","3044708628353.4","3237107286358.01","3501345257040.16","3942384848752.36","4590529240161.89","5108551494540.33","5422776104608.38","5322192219238.79","5120006885011.03","5556546271414.67","5573293851565.58","5676642577370.01","6355971327725.68","7458787938489.61","8806342066459.55","10373325425938.6","12745162554495.1","15135753455448.7","15187183923617.2","18500106536863.7","21818776039542.3","23251473713360.3","24703471814277.2","25857736813684.7","25097130636126.9","25404351578541.5","27795014626627.4","29601678469854.1","30509054766961","29540859400642.8","34855974285498.8","36528767758177.8","37622349618946.3","38925709373017.7","",
"North Macedonia","MKD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4699646643.10954","4938775510.20408","2436849341.97604","2682456896.55172","3559608639.98379","4707041315.24202","4642021256.30689","3912986090.97363","3765745023.2074","3863619284.77939","3772859034.20508","3709636030.66578","4018365747.00972","4946296599.08467","5682784471.69722","6258602872.67898","6861226971.55617","8336474973.72949","9909552434.51136","9401736825.42688","9407170321.37752","10494626767.6445","9745261300.57788","10817702346.0674","11362265252.778","10064519962.5655","10672467073.2873","11307067069.6658","12683068114.2388","12606338448.547","12361036913.8409","14000283827.0154","13932436550.0883","15855131188.9092","16951682245.4202","",
"Mali","MLI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","275494477.586098","343771972.993855","339913867.092785","359772315.102198","395218628.920694","486617280.255549","563683703.304705","538747339.956033","830710615.179954","939228017.24779","1049838548.10919","1222702572.84699","1595422955.64433","2704362788.89611","2234583940.38676","1680304773.44143","1496616126.58634","1387809614.74905","1594347021.37347","2132938007.1056","2437004679.62818","2712207900.69838","2824822489.24628","3248417790.51435","3576562681.84236","3680775036.80972","3632801877.20684","2655768635.56694","3373322735.39126","3743103419.63057","3414879485.63064","3894433432.46871","4091446054.21272","3521570875.90793","4124281593.71774","4647238256.5683","5605613011.29045","6485774930.48034","7429066951.48251","8212007554.03129","9699047442.51269","11462490840.2784","12155217832.8781","12710739159.4045","15452791789.0031","14795114602.6396","15747192680.9101","17081681993.1695","15583181170.4105","16743796799.8329","18308362040.0521","20368015381.2413","20477421884.5414","20698560938.7775","22999245262.6719","22539987718.7642","24813860598.5307","26794747239.8805","",
"Malta","MLT","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","250728796.288378","264578484.770195","295106628.339343","345616105.882558","376081124.273469","474618321.462361","527936988.791275","625563170.67121","793673401.641079","1001288846.84016","1250198601.09268","1243509393.61947","1234474404.03152","1165729706.8704","1101807023.04918","1117797439.14234","1435038441.11922","1751293460.68921","2019503068.03393","2118655676.67649","2547328747.50761","2750216746.88426","3021942758.83978","2709193538.42526","2998505428.14593","3709396044.85885","3822547197.24532","3787023706.66607","4010111688.35255","4111857809.11026","4036809815.46617","4070867133.21751","4455127414.45967","5418315224.40862","6104141520.0839","6393234992.55141","6749838805.58979","7908412305.62808","9135419464.96088","8734745697.93323","9097044159.26912","9789361703.07204","9609532089.16031","10796782636.1081","11888032873.8295","11340795042.0881","12025782834.1534","14161366724.1955","16153779510.9928","16337793530.7322","16404663226.4598","19739875611.4902","18928276162.4131","22610561526.1461","24971574502.4475","",
"Myanmar","MMR","GDP (current US$)","NY.GDP.MKTP.CD","545098447.640862","605581577.287066","634528872.02036","598998418.724583","411419905.846621","367053117.224523","293103478.548483","420359035.897436","559956130.283622","571854214.589142","563555630.769545","587448405.488773","662213082.741535","719754655.358964","1225589878.06809","1061107353.67232","1204699849.12592","873579931.929901","935408774.951918","952265043.438383","1038225167.05882","1111000765.28987","1481165467.83214","1381573615.2513","1304063253.04136","1478908173.26796","1582873750.32068","1562448076.65689","1541088312.25453","2013448228.72975","2115193513.29556","2069832686.98061","2411552288.76212","3163020034.63637","4432257173.6492","5289174942.53404","6123556716.81329","4722288495.66085","6459461639.30243","8486832800.88498","8905066163.58643","6477790688.22844","6777632512.0781","10467109977.6717","10567354056.4049","11986972418.5103","14502553709.8303","20182477480.5512","31862554101.9378","36906181380.8127","49540813342.4834","59977326085.9908","59937796648.2158","60269732854.827","65531374210.3224","59607290408.4359","63298361983.5653","66053040475.0257","67860515993.1186","75065106243.3578","79006113670.2831","66345291149.4433","62253049903.28","66757619000","74068349523.8095","",
